track_id,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_delta_0_mean,mfcc_delta_0_std,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta_5_mean,mfcc_delta_5_std,mfcc_delta_6_mean,mfcc_delta_6_std,mfcc_delta_7_mean,mfcc_delta_7_std,mfcc_delta_8_mean,mfcc_delta_8_std,mfcc_delta_9_mean,mfcc_delta_9_std,mfcc_delta_10_mean,mfcc_delta_10_std,mfcc_delta_11_mean,mfcc_delta_11_std,mfcc_delta_12_mean,mfcc_delta_12_std,mfcc_delta_13_mean,mfcc_delta_13_std,mfcc_delta_14_mean,mfcc_delta_14_std,mfcc_delta_15_mean,mfcc_delta_15_std,mfcc_delta_16_mean,mfcc_delta_16_std,mfcc_delta_17_mean,mfcc_delta_17_std,mfcc_delta_18_mean,mfcc_delta_18_std,mfcc_delta_19_mean,mfcc_delta_19_std,mfcc_delta2_0_mean,mfcc_delta2_0_std,mfcc_delta2_1_mean,mfcc_delta2_1_std,mfcc_delta2_2_mean,mfcc_delta2_2_std,mfcc_delta2_3_mean,mfcc_delta2_3_std,mfcc_delta2_4_mean,mfcc_delta2_4_std,mfcc_delta2_5_mean,mfcc_delta2_5_std,mfcc_delta2_6_mean,mfcc_delta2_6_std,mfcc_delta2_7_mean,mfcc_delta2_7_std,mfcc_delta2_8_mean,mfcc_delta2_8_std,mfcc_delta2_9_mean,mfcc_delta2_9_std,mfcc_delta2_10_mean,mfcc_delta2_10_std,mfcc_delta2_11_mean,mfcc_delta2_11_std,mfcc_delta2_12_mean,mfcc_delta2_12_std,mfcc_delta2_13_mean,mfcc_delta2_13_std,mfcc_delta2_14_mean,mfcc_delta2_14_std,mfcc_delta2_15_mean,mfcc_delta2_15_std,mfcc_delta2_16_mean,mfcc_delta2_16_std,mfcc_delta2_17_mean,mfcc_delta2_17_std,mfcc_delta2_18_mean,mfcc_delta2_18_std,mfcc_delta2_19_mean,mfcc_delta2_19_std,chroma_0_mean,chroma_0_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_mean,spectral_bandwidth_std,zcr_mean,zcr_std,tempo,rms_mean,rms_std
138351,-52.060623,31.051281,80.6921,14.700963,-7.9843183,13.052806,42.916946,11.227227,8.190532,9.262502,15.322307,6.343934,10.155576,6.9929338,6.4334483,6.746802,8.749946,6.5801797,8.750978,5.6780314,0.028994003,6.1170764,4.2321925,5.8991227,-6.8685875,5.9139485,-0.76177883,5.2881365,-7.2534237,5.53797,-4.7795153,5.915169,-2.1785989,7.181899,3.3518007,8.211621,0.3130951,7.6135573,6.6813607,6.696763,0.07565095,5.1106415,-0.009515452,2.3121512,-0.010708156,2.3993077,-0.019930184,1.7425373,-0.011618801,1.4783859,-0.0058795796,1.1786137,-0.009679374,1.272791,0.009981086,1.2765461,-0.0030906664,1.196078,0.0092613185,1.1139938,0.009151539,1.2503018,0.008198343,1.0959123,-0.0111866705,1.100171,-0.0017912275,1.0387045,-0.00022440526,0.958579,0.0027821953,1.0790054,-0.007496588,1.3184541,0.009190803,1.4608743,0.014418671,1.3664223,-0.0009035787,1.1142831,-0.043388415,3.4270673,0.009083955,1.6919832,-0.010171749,1.7335844,-0.00052706205,1.0876735,-0.0026678515,1.1288364,-0.0007554425,0.8096436,0.00458186,0.84642977,-0.007838733,0.8671428,0.0009949425,0.86861634,0.00258673,0.74239975,-0.00091613753,0.8209423,0.0028128915,0.7377078,-0.007327846,0.7122938,-0.0090274,0.7151425,-0.003344886,0.63780946,-0.009785945,0.7165553,-0.0031591954,0.8079157,0.00046955486,0.8942042,-0.0029263536,0.8534402,0.0025509805,0.7619688,0.41783878,0.28194523,0.35669586,0.24265155,0.40070224,0.24182434,0.46089193,0.23229937,0.7231069,0.2828767,0.49705845,0.2345453,0.39488834,0.23831733,0.4823676,0.30355197,0.45188388,0.26337242,0.3786736,0.2716255,0.39551607,0.23509207,0.49962273,0.2696666,2363.437067067049,333.5280833529034,5019.804967382359,781.1758418436553,2502.9869633117405,267.5520878391656,0.0959508587093338,0.0226180752272611,107.666015625,0.18400685,0.04093689
138207,-17.943085,30.96011,91.84598,27.0366,-12.082578,13.795733,34.998333,14.38913,-2.2433648,7.3911085,13.393085,5.79897,-7.539794,6.1274314,0.7966231,4.8863993,9.097119,5.8337283,10.815731,6.892855,0.09385518,4.601634,7.784889,4.956127,-1.027354,4.244673,3.576931,4.1871305,-6.636908,4.2368603,0.8691039,4.218874,-8.737286,4.025379,0.047284517,5.005217,-0.6626275,4.5300746,0.23222026,4.5140224,-0.034785114,5.779025,-0.01797455,3.0783572,-0.00874929,2.1171825,0.0321019,1.1736127,-0.0107383495,1.0898156,0.008452473,0.8426208,0.006062801,0.97891736,-0.000793166,0.71878195,4.8241443e-05,0.9355671,-0.0003862418,0.8670438,0.0045310655,0.78619176,-0.0037408248,0.76516014,-0.0038930294,0.6883875,-0.00077196315,0.6455328,-0.0028785446,0.7174487,-0.002091895,0.62096536,-0.0065546073,0.6420887,-0.0033579431,0.6835491,0.0033655185,0.62402934,0.0010712754,0.665107,-0.03185333,3.6414862,0.021437917,1.6764215,-0.008875053,1.2538366,-0.0011151485,0.79076594,-0.0005507381,0.68797755,-0.004826343,0.58108056,-0.00029587912,0.62469673,0.0015144204,0.5262083,-0.0033538,0.5808932,-0.002008649,0.55496836,-0.0035092386,0.55988437,-0.0001999233,0.5191889,-0.0024355936,0.4881855,-0.00024113398,0.48025277,-0.0023154002,0.51582336,-0.0034933803,0.4474103,0.00030119173,0.45179904,-0.003956704,0.4640487,0.002166218,0.4530051,0.00040947675,0.4875329,0.47139007,0.3077392,0.38698098,0.20382103,0.36793038,0.22241703,0.37045413,0.19562095,0.71313596,0.2761621,0.33725497,0.19089252,0.21877962,0.12745519,0.45072618,0.2727764,0.530225,0.22371067,0.6760429,0.2895587,0.5180041,0.22345622,0.45843923,0.24398147,2330.12473215584,617.2744919652296,4725.6624134634,1051.3610728683766,2325.936896187959,287.6567549807595,0.1116469639572037,0.0492392519305893,117.45383522727272,0.21581028,0.032180287
138413,-77.61787,52.16406,109.44179,29.980255,10.206572,12.025109,34.16561,10.755288,4.2572174,9.331833,15.102912,11.12216,0.3591881,8.290407,5.25653,7.0016117,-4.6779785,6.722914,1.5468854,7.941319,-6.288669,6.5777664,0.24028496,6.4806905,-6.677825,7.549889,-0.35633612,7.2821617,-2.6706724,6.413079,0.7242333,6.8844385,-5.01517,6.216582,-2.107702,6.3000226,-5.733107,6.563907,-2.3539104,5.862601,-0.011305504,9.042394,0.023468863,5.360003,-0.011816738,2.0835433,-0.003404539,1.9053111,0.0006920499,1.580905,0.002814199,1.7781968,0.012032014,1.3632169,0.0024638844,1.2053946,0.007970876,1.1769747,-0.007707058,1.2186399,-0.0054394733,1.0408574,0.00016567783,1.1144311,0.006587307,1.2564949,0.01721769,1.206927,0.01969696,1.0845351,0.02058126,1.0912416,0.0030952892,0.99946475,-0.008997448,1.0327829,-0.007725946,1.0393602,-0.01074468,0.92082083,-0.03708286,5.217556,-0.012790853,2.6603649,0.0040448722,1.1944139,-0.0024335582,1.0574867,-0.0037248149,0.98160803,0.00086739816,1.010665,0.0016040824,0.7746562,0.0004683467,0.747331,0.0022288882,0.73641187,0.0036230206,0.76063275,0.000567998,0.69042253,0.00049808645,0.71466446,0.003876227,0.7019951,0.00030871457,0.71965015,-0.005130378,0.6422391,-0.0052286214,0.65735745,-0.0010596927,0.6610265,0.0031020208,0.60024273,0.0028178203,0.61676955,-0.00072877615,0.58255535,0.33017898,0.32848385,0.2306015,0.18077339,0.37519804,0.33644354,0.21985444,0.20615059,0.23351724,0.25291607,0.21639681,0.23732439,0.35277936,0.22349499,0.6772972,0.3452926,0.41882032,0.23258446,0.36801538,0.34622034,0.25687867,0.22760448,0.2954293,0.24856365,1834.368623609906,775.4445518717027,4049.543186604376,1672.01914804917,2268.8166068722453,451.8700047460739,0.0645488145091014,0.0461129968265594,117.45383522727272,0.21436082,0.07109601
138068,-19.18168,23.325445,106.97561,15.13847,-24.438131,17.388672,19.99464,14.183865,-8.288849,8.201196,4.362861,8.235682,12.271886,6.914497,9.080543,7.1579976,0.55303484,5.716681,15.033813,7.7189426,-4.575487,5.818024,6.490184,5.1620426,-11.011822,6.238843,-0.261621,5.4074244,-3.141503,7.4225965,9.742531,10.425017,0.8232078,8.68444,3.947345,9.303507,-1.7727791,10.854498,-3.4197915,8.009167,0.11630749,3.9598858,-0.010398781,2.1403713,-0.032981783,1.6753857,-0.037657317,1.7651345,-0.0035761155,1.0789541,0.005748223,0.9643659,0.0034022413,0.96399736,-0.008105939,0.9693423,-0.007106743,0.7716922,0.0110131055,1.0889761,-0.006655355,0.8151422,-0.0046505868,0.8529129,-0.005768157,0.874724,0.010268291,0.8162839,0.017295146,1.0173324,0.016266836,0.89123636,-0.0033232213,0.91890913,0.0021063625,0.9973974,0.0037822952,1.0840607,0.015776645,0.9008641,-0.07134338,2.6479752,-0.00077300525,1.1158679,0.0034020396,0.92579126,-0.0010736313,0.86843204,0.0031586867,0.6661422,-0.0008260211,0.627137,0.007137536,0.6100889,0.0102061285,0.600162,0.009769107,0.564,-0.00031918785,0.6780192,0.0015701225,0.5604973,-0.0047593038,0.5922589,0.00035974116,0.56716055,0.004855784,0.55104226,0.004100082,0.6133626,0.0018127798,0.5459392,0.0042815073,0.5650241,-0.00044574938,0.5895653,0.0025959313,0.67586005,-0.0020436987,0.5862028,0.2267655,0.23490149,0.15831964,0.19960979,0.20409228,0.19514018,0.3742531,0.32010227,0.21539661,0.195152,0.2509199,0.30153528,0.1964264,0.19343467,0.46274167,0.3496179,0.5227954,0.3918796,0.29258928,0.22248404,0.3987622,0.38427833,0.16715196,0.14426203,1966.9166981202684,265.47924692257703,3888.684818988245,607.4424577206315,2151.713327646426,264.9700330467024,0.0894722480892027,0.018505377628389,78.30255681818181,0.29063204,0.053001165
138217,-109.33179,73.63736,96.85651,35.738647,35.11517,19.183722,52.36737,14.461702,13.425526,9.248056,18.828985,6.510079,4.5466156,7.0393863,5.9705477,8.18366,3.8612604,7.5249324,7.1398396,7.64967,-3.8917747,7.4423237,0.6115701,7.569333,-0.77296567,6.632231,0.451477,7.3152514,1.1577286,7.668599,4.4764576,7.23944,-1.0912696,6.4358244,4.8192534,5.597972,-0.88306826,5.672984,4.892542,5.459932,0.10087511,15.447613,-0.0666821,8.053583,0.031463392,2.5494204,0.018844452,1.8639772,-0.005123842,1.7144893,0.014630861,1.197185,-0.00067427434,1.2689307,-0.0009403177,1.3250272,-0.012654,1.1782962,-0.010972079,1.1164478,-0.009273396,1.105743,-0.013771047,1.1889007,-0.011993723,0.9796187,-0.014110343,1.082191,0.0051979297,1.0461513,0.0077694342,0.99406403,0.0014961485,0.9462718,0.006346381,0.97193456,-0.0056551034,0.93764174,-0.008405308,0.75424093,0.0035258108,9.732597,-0.015627785,5.0180373,-0.007895184,1.9711688,-0.0039309165,1.2348559,-0.007746692,0.989746,0.00016176442,0.7587253,0.00063722697,0.73949957,-0.004416923,0.8546381,1.7111885e-06,0.82038605,-0.0030526551,0.72546315,0.0025499198,0.60333973,0.0009108038,0.7233559,0.0004418817,0.68147683,-0.0027077212,0.7262755,0.00016427907,0.673896,-0.00071862293,0.6356483,0.0022672876,0.65075856,-0.0005283059,0.6109307,0.0015862733,0.60012853,-0.003801357,0.50387365,0.4421491,0.27467442,0.5278294,0.3007115,0.47904637,0.3154301,0.49839514,0.327682,0.61889946,0.3228911,0.65940946,0.30117628,0.43863326,0.2993777,0.34007263,0.2851508,0.35259435,0.2738919,0.45887837,0.29662138,0.47924423,0.29244465,0.3479101,0.22650869,1691.6154734372276,872.3388682137212,3871.3015907689146,2162.8325242655933,2322.7321695970804,586.9666220860238,0.04150390625,0.0282457301599442,99.38401442307692,0.2876083,0.0950285
138318,-88.2702,50.66571,104.82278,29.58128,-21.02522,20.985874,34.542892,13.353235,0.19557106,11.082809,-3.4782364,11.404777,-9.0956545,9.474627,-0.11148527,8.023872,-13.21534,8.862633,-1.562768,7.857637,-8.441821,7.8842435,-1.2764653,7.442627,-5.9218817,7.8346896,-5.682977,7.209509,-8.565682,7.292398,-4.792389,7.1440387,-13.027186,6.8235207,-4.598865,7.5608945,-4.7096267,6.860437,-4.1574874,8.423797,0.041351296,9.923067,0.026532767,5.079327,0.014260916,3.4386358,0.011475187,2.5173438,0.015207066,1.68647,0.026916694,1.679334,-0.0015276171,1.4986649,0.0068038316,1.312605,-0.004467713,1.280797,-0.007861943,1.2949462,0.008816311,1.1326954,-0.013790597,1.1189921,0.006371815,1.205485,0.0020496463,1.0326983,-0.01353787,1.0437772,0.0012958639,1.1618501,0.0011890789,1.0451692,0.012584813,1.132149,-0.00038434775,1.1568451,0.0045883437,1.1079533,-0.08824772,7.0889277,0.005826229,2.9054108,-0.0014042329,2.012663,-0.008355566,1.431893,-0.0019204437,1.0753576,-0.005046786,1.0292479,-0.004985046,0.9075183,-0.0077722277,0.85995114,-0.00049505377,0.7768148,-0.0025923878,0.7586367,-0.0011525148,0.67612064,-0.0012329163,0.7111217,-0.0038670795,0.74034184,0.0019828244,0.6604756,0.0033585145,0.62518793,0.0034606636,0.67521626,-0.0008042773,0.65307593,-0.0029800162,0.7022802,0.0015303412,0.70714647,0.0060302992,0.68618655,0.20309268,0.18212289,0.39085248,0.29484224,0.48927796,0.34921673,0.31464136,0.23180175,0.5038156,0.3690966,0.3360741,0.26742765,0.40814418,0.3287249,0.22675036,0.24508995,0.23137997,0.21553446,0.38181564,0.31763995,0.22223698,0.17642248,0.32570678,0.31723833,2086.0718755688745,653.728197304014,4204.295362122386,1441.6664035400254,2126.627565446923,482.3520782007386,0.1090470837771107,0.0458541176509095,129.19921875,0.16023844,0.0779231
138416,-168.14188,73.99071,132.38683,31.24132,-17.986696,15.620278,19.748844,14.557396,-4.4212704,12.584516,-15.26935,12.270703,-12.660067,10.269377,-8.2006035,8.486817,-17.510448,9.21331,-6.5991983,9.283436,-8.051945,9.953298,-10.520718,7.3747144,-17.431305,7.388028,-13.580572,7.0498004,-13.18022,8.459079,-10.826595,8.262331,-10.145771,7.7058015,-8.012881,7.576123,-11.344161,8.139296,-4.911253,10.383654,-0.0051973183,7.6946583,0.0008199636,4.721226,-0.022964258,2.969181,-0.0058174855,2.211882,0.014954688,2.0460138,-0.0036175007,2.0912602,0.011532138,1.6055937,-0.00030046498,1.4484779,-0.0056368685,1.5249429,0.008334998,1.5391862,-0.0004392091,1.3490299,0.0014481213,1.1784368,0.009116292,1.2020198,0.0026919646,1.0957192,-0.0027465033,1.284173,0.0042233276,1.1648604,-0.0012708064,1.0650201,-0.008788316,1.1639589,-0.007936835,1.0968332,-0.013540709,1.1830429,-0.012165568,4.7570724,-0.009760355,2.7639737,0.012228616,1.6850613,0.004537439,1.2824256,-0.0049768314,1.1998724,0.0017734,1.2677708,-4.9508024e-05,0.8885751,0.0075712013,0.9594279,0.005237544,0.9335984,0.000116052826,0.9026638,0.002345217,0.8119988,0.006891394,0.7433264,0.0114257,0.7539877,0.0024704398,0.7143133,-0.001428015,0.75311816,0.0012944835,0.6997733,0.00076631847,0.6726149,0.0048330124,0.71960235,0.010567324,0.6958429,0.010207157,0.7304709,0.16973555,0.17746156,0.21389662,0.30949098,0.09049084,0.14067505,0.19887073,0.21774843,0.47785214,0.40569875,0.22070308,0.1769444,0.3952521,0.39589074,0.17154725,0.16820702,0.2720732,0.33548996,0.16702102,0.21581386,0.16358894,0.17014964,0.37302428,0.365141,1348.7137755651377,517.016621522103,2530.734696993518,1156.0151621798468,1591.293631905784,501.6291458226194,0.0613356079479489,0.0199695540496425,129.19921875,0.1631286,0.090332136
138015,-212.7962,77.72881,164.56992,38.590622,18.500505,17.554985,18.764025,16.793884,7.278147,11.926289,2.5493844,10.701328,2.5862985,8.84231,-2.7326093,9.139362,-7.6803784,8.607182,-2.481017,8.526786,-6.8126187,10.075087,6.2179165,7.9531174,-1.158723,6.8682537,-8.585429,6.8586216,-6.1170735,7.0217886,-9.731174,7.002327,-6.4125834,6.7114024,-4.939261,6.1450615,-5.296768,6.129672,-2.651026,7.4780626,0.071438275,6.084024,-0.0071133696,4.5116878,-0.0104454355,2.504208,0.008998217,1.8872237,0.0011843594,1.8096361,0.019616708,1.6772033,0.0017260088,1.2604634,0.0027467033,1.2294593,0.00038113978,1.2979944,-0.0062368633,1.2597431,-0.0043892004,1.242916,0.0018321158,1.2191377,-0.007211539,1.1171063,-0.015623988,1.1069137,-0.0014093689,1.1021087,-0.012013586,1.0079522,-0.008760134,0.8888465,-0.001724101,0.9698723,0.0041841636,0.94937223,0.006309508,1.1683066,0.0029735358,3.1377473,-0.01396127,2.2327447,0.008737385,1.3723502,0.0043079867,1.0906453,-0.004476237,0.9754695,0.0015343272,0.9264513,0.0017238475,0.7603048,0.004513564,0.753752,0.0035464582,0.7063198,0.0026389014,0.687102,-8.1832106e-05,0.7186991,-0.0005774668,0.6860445,0.0037577683,0.67367584,0.00121618,0.6337201,0.002737299,0.65891755,-0.0010744737,0.62731487,-0.0021399085,0.5519127,-0.002219024,0.628889,-0.00604346,0.57995003,-0.005735266,0.6753398,0.24068916,0.19577125,0.5103588,0.34546012,0.44996578,0.30389324,0.24845871,0.19931138,0.2555222,0.25780743,0.2198004,0.19856012,0.37094662,0.3273241,0.2971635,0.27821964,0.3379934,0.25562236,0.50591624,0.3704309,0.271452,0.21018754,0.21869913,0.2839592,1022.4175805214546,747.7498372806983,1818.0306732839103,1674.2927695870374,1504.0361775523063,666.5322025089044,0.0410749594862616,0.0414682011022507,123.046875,0.12918459,0.060332596
138406,-66.62339,61.30121,97.86906,27.172829,31.042833,18.511696,26.655844,13.2016325,0.58165276,12.800898,8.996305,12.536089,0.18603668,9.839031,3.716539,7.4162784,-1.5872866,7.059905,0.23415525,7.360553,-3.1678581,8.168965,-1.3645952,6.0905824,-10.685208,6.5706525,-6.2172446,6.866596,-6.636075,5.575827,-2.7317004,5.748652,-6.3385305,5.9886594,-1.4311985,6.091765,-8.72293,6.079059,-1.239909,6.2028747,0.084681846,7.357454,-0.014740821,4.49177,-0.032124415,3.3672628,-0.030394645,1.8066595,0.00977781,1.834621,-0.01928808,2.1498697,0.005213899,1.5139863,-0.026152683,1.1915908,-0.0142497765,1.1196128,0.0069124997,1.0538639,-0.016393347,1.1529421,-0.01994425,0.98163694,-0.01103414,1.1087989,-0.0032171372,1.1493169,0.0002836878,1.0658244,-0.0082210945,0.97992146,-0.013319635,1.0145065,-0.007453193,0.9240367,-0.007989048,0.94480807,-0.00053025916,0.9714159,-0.06658892,4.357431,0.022789206,2.3713753,0.0074257366,1.7045643,0.004215123,1.0289354,-0.0015952436,1.0227726,-0.008999708,1.1661272,-0.010730713,0.8936571,-0.0009944807,0.8000875,0.00032225926,0.7314692,-0.008671117,0.65376544,-0.0003226071,0.7572556,-0.0027941882,0.6498236,0.00041461535,0.691426,-0.0005270684,0.71117103,0.0025993397,0.69760036,-0.0016653021,0.6397237,0.00070757425,0.6319284,0.0009842399,0.5910216,-0.001251936,0.5891603,-0.001412022,0.6292213,0.31599253,0.22074996,0.44663396,0.30587062,0.24509937,0.18481876,0.29738516,0.32898128,0.20124316,0.19196615,0.34872136,0.23622568,0.6485161,0.33400947,0.28354144,0.18475036,0.21759267,0.24544181,0.190026,0.19976284,0.35833472,0.28707194,0.416412,0.3729836,2124.973129150957,833.3605063509639,4954.062813922105,1749.0945675412522,2624.8414495670995,465.22256418065314,0.0696895726423315,0.0439067252296431,86.1328125,0.24779508,0.07557441
138017,-198.47539,74.44119,121.70754,27.57389,23.81477,14.356535,36.99805,14.520035,21.956446,10.650857,14.27894,13.090689,12.530469,10.336905,8.382571,9.900466,-0.25378585,9.228756,1.9942144,9.323403,-10.613953,9.48163,0.7283573,7.8391995,-10.35021,7.5590687,-6.7068224,7.845999,-1.6077033,8.087246,-5.3878827,6.9325724,-2.4851294,6.473465,-1.4268918,7.219799,-3.2638423,7.1796002,-0.101129875,7.822066,0.008373766,6.2207174,0.020347292,4.194629,0.0030101729,2.2483842,0.001211139,1.9413216,-0.005987559,1.6418204,-0.0124398535,1.6078961,-0.013895902,1.4069045,0.002903011,1.1786066,-0.0016098901,1.2440287,-0.0014431911,1.1575185,-0.00547047,1.165592,0.0054164794,1.126014,0.015529967,1.114349,0.0024718617,1.1989496,0.0018591707,1.1502198,0.0022619958,1.0205585,0.016767902,0.9552113,0.011058495,1.0846847,0.0018328106,1.0386374,-0.0057269544,1.0990709,-0.050215263,3.673452,-0.009977776,1.9723554,-0.005967798,1.1074657,-0.0019047406,0.9686612,0.0050725397,0.8749449,-5.532936e-05,0.8016234,-0.0008192502,0.77857906,0.0034786589,0.7041752,0.003407411,0.6993319,0.00081604306,0.71092075,0.00095451204,0.67650807,-0.0013390358,0.67386794,-0.002887622,0.5882514,-0.007823984,0.6817591,-0.001458699,0.67164886,-0.00256305,0.5945264,-0.0046009114,0.559312,-0.0036922155,0.6109955,0.009844522,0.64388627,0.0011522096,0.6176124,0.1388724,0.20288727,0.1869748,0.23365861,0.25392255,0.3205948,0.19088343,0.23377371,0.21200025,0.28217563,0.18313485,0.20882152,0.31082425,0.2882825,0.36229205,0.26238096,0.55927354,0.2771406,0.7329791,0.34764272,0.49172053,0.26053938,0.2731948,0.22815031,1271.239413362112,665.4649642562528,2649.6931695088592,1758.9692830068452,2061.109988196973,487.5535808465663,0.0311085459430673,0.0364477734257688,99.38401442307692,0.15425366,0.05588706
