Feature,Mean,Std,Min,Max,Q1,Median,Q3
spec_centroid_mean,-1.6395853097360446e-16,1.0000294338400924,-2.8514993941522118,8.469317156101766,-0.6810469110818342,0.009651717557751186,0.6373510179863872
spec_rolloff_mean,-9.870972783104759e-17,1.0000294338400924,-2.6686410789303907,3.8367205544674223,-0.6964091051938599,0.044149438588942956,0.6928662306658313
zcr_mean,-3.5133970922915245e-16,1.0000294338400924,-2.012459585362882,14.778304521646234,-0.6933022496218513,-0.12424069614544167,0.5148205047369127
rms_mean,-3.0784050713411452e-16,1.0000294338400924,-1.9091651904717029,7.5944666558440925,-0.7375871790556467,-0.08420742069005813,0.6231845981548737
tempo,4.433572521225019e-17,1.0000294338400924,-4.15836557828622,5.736963858464401,-0.7330592347956202,-0.110276263251875,0.5288957338588117
mfcc1_mean,0.0,1.0000294338400924,-9.487054480881925,2.609400817813178,-0.5604214608447947,0.17733897666407725,0.7218402357392568
mfcc1_std,1.1042105147201934e-16,1.0000294338400926,-1.9930104490484433,7.142738416033342,-0.7445570360554336,-0.16475950081793422,0.5451041779238762
mfcc2_mean,8.365231172122677e-18,1.0000294338400924,-6.137379066835493,4.377370627535293,-0.6781861750186755,-0.12129979357297266,0.5588283310727286
mfcc2_std,-6.692184937698142e-18,1.0000294338400924,-2.407383268130516,6.29412570505251,-0.741348450239686,-0.16083322089211655,0.5739630459904117
mfcc3_mean,-2.6768739750792567e-17,1.0000294338400924,-4.991253704929985,4.538514447898928,-0.5198896504895549,0.06849283220422026,0.6141171698022931
mfcc3_std,-1.3049760628511376e-16,1.0000294338400924,-2.5305362854126705,6.956857371750192,-0.7145060827688374,-0.14934663014431823,0.5595188808780471
mfcc4_mean,-4.0153109626188847e-17,1.0000294338400924,-6.141281460994879,5.114006514142228,-0.46780584043514273,0.06899025678493034,0.5838164404978803
mfcc4_std,-6.692184937698142e-17,1.0000294338400924,-2.7469851335850346,7.379068417973194,-0.7164589581448543,-0.16076097485074858,0.5438127793500626
mfcc5_mean,6.692184937698142e-18,1.0000294338400924,-6.173487367651898,4.504584838202797,-0.5419122209608528,0.057061438682226295,0.6100390243943723
mfcc5_std,2.0076554813094423e-17,1.0000294338400924,-2.8288023475907007,6.401355400483856,-0.7286149559713992,-0.18426148758102595,0.5519404398255559
mfcc6_mean,6.692184937698142e-18,1.0000294338400924,-6.064858914093968,4.155852409428124,-0.4199770866109528,0.12061206699230578,0.6007602721416521
mfcc6_std,-1.6730462344245355e-17,1.0000294338400924,-2.8749711721678586,6.6007802304645855,-0.7269251185836814,-0.19218462747882153,0.5250113211584435
mfcc7_mean,-1.3384369875396283e-17,1.0000294338400926,-6.68073508311856,7.12710553624169,-0.5019018594956872,0.07370797756094938,0.6098825596916431
mfcc7_std,6.859489561140596e-17,1.0000294338400924,-3.118862992509459,8.792496710762705,-0.7179725714832369,-0.18633452980181153,0.5512004955873163
mfcc8_mean,-1.3384369875396283e-17,1.0000294338400924,-6.084719767499007,4.315195556817525,-0.4756183498325716,0.11967347890880231,0.6287537290809547
mfcc8_std,2.6768739750792567e-17,1.0000294338400924,-3.2022069067506727,7.655056195090317,-0.7293448422458249,-0.19428645910650694,0.5392485675198855
mfcc9_mean,-4.0153109626188847e-17,1.0000294338400924,-6.26717224170647,3.9803345792874008,-0.5335869154546844,0.08248309254835205,0.6353465635752695
mfcc9_std,-2.978022297275673e-16,1.0000294338400924,-3.2778145672876686,7.291783717211972,-0.7243581569654165,-0.18535960599206014,0.5408520466145287
mfcc10_mean,-5.0191387032736065e-17,1.0000294338400924,-6.108178926589842,7.2336165884664885,-0.4622997537484828,0.1365749030940578,0.6209325725731746
mfcc10_std,5.521052573600967e-17,1.0000294338400926,-3.380678468757378,8.348057074716564,-0.71629898020713,-0.17673955318614884,0.5326123902941748
mfcc11_mean,-1.6730462344245355e-17,1.0000294338400924,-7.274966643404335,5.424152551210767,-0.5534643264121852,0.07117090560478179,0.6351167041226422
mfcc11_std,-3.0114832219641635e-17,1.0000294338400924,-3.3378469755264977,10.489691212002159,-0.7155150246537606,-0.17960841354787144,0.5288134487449417
mfcc12_mean,2.0076554813094423e-17,1.0000294338400924,-7.140792787759689,5.454755117761485,-0.5186354160000592,0.11133424123331494,0.6411648859097829
mfcc12_std,-2.5513955074974164e-17,1.0000294338400924,-3.334386620767529,8.999326992687008,-0.7023930258543177,-0.18323509707267982,0.48908191963832826
mfcc13_mean,-1.3384369875396283e-17,1.0000294338400924,-5.997285406939675,5.402295403397364,-0.5763963817048054,0.04006643142282436,0.6228798505641824
mfcc13_std,-1.2045932887856654e-16,1.0000294338400924,-3.307246057312297,9.33221587873467,-0.7009510604303087,-0.18809190701479267,0.49074155672421543
mfcc14_mean,1.6730462344245355e-17,1.0000294338400924,-5.376365447278495,7.453942514892945,-0.5803263328627288,0.049876842662632655,0.6339893150971341
mfcc14_std,2.049481637170056e-16,1.0000294338400924,-3.3351666141767655,8.725847504525582,-0.7002671451047652,-0.1818487357826417,0.47666425030725357
mfcc15_mean,4.517224832946246e-17,1.0000294338400924,-5.706421666066092,8.083639934994888,-0.6188748590145219,0.007517160006009073,0.6253782826971819
mfcc15_std,-4.182615586061339e-18,1.0000294338400924,-3.371374784817736,10.317247534647718,-0.6841154908233937,-0.19838903072112046,0.4759125727545719
mfcc16_mean,-1.2547846758184016e-17,1.0000294338400924,-5.8273091984420855,8.329619503533246,-0.5987652993364008,0.04728660189627055,0.6357819043070336
mfcc16_std,-9.034449665892492e-17,1.0000294338400924,-3.391778720599031,11.950070862739597,-0.6861104106196338,-0.18514383678963386,0.47360072174176965
mfcc17_mean,-3.346092468849071e-17,1.0000294338400924,-8.005058652822086,6.526742417730782,-0.617850504409717,-0.0204764060260883,0.5720978575793837
mfcc17_std,-1.0707495900317027e-16,1.0000294338400924,-3.4506633441679413,11.48116217327871,-0.6902389047255555,-0.18293512770507397,0.4694177445317631
mfcc18_mean,-1.1711323640971747e-17,1.0000294338400924,-8.918808861235085,8.272423615566764,-0.5881707257386739,0.033818638747125,0.6214428035536761
mfcc18_std,-1.4053588369166096e-16,1.0000294338400924,-3.3717173951235853,7.817161881058709,-0.6982159093797243,-0.18640332277628766,0.4585532913039118
mfcc19_mean,-4.0989632743401115e-17,1.0000294338400924,-7.205830921803591,7.370740768370062,-0.6236182443002581,0.0004933082017719811,0.6052118209149405
mfcc19_std,9.703668159662305e-17,1.0000294338400924,-3.1945905295719443,10.086833538524765,-0.6837408607231639,-0.1999841882623271,0.43002993123470906
mfcc20_mean,-2.6768739750792567e-17,1.0000294338400924,-5.134233610464138,7.006578059519894,-0.6026838289745867,0.010635635444747178,0.5918322845336905
mfcc20_std,-1.1042105147201934e-16,1.0000294338400924,-3.0466964168754775,8.679607316201285,-0.6849748107548819,-0.2124822982558877,0.4325319901837298
chroma1_mean,-1.0038277406547213e-16,1.0000294338400924,-2.78599793476766,4.115937525524888,-0.6790138763576011,-0.054249459973174194,0.6215330434342528
chroma1_std,-6.441228002534461e-16,1.0000294338400924,-4.527872824820665,3.1458507182638864,-0.6012433334174061,0.058248295424322465,0.6774996309859891
chroma2_mean,-1.65631577208029e-16,1.0000294338400924,-2.8566182886035256,4.510485904428889,-0.6802220785924188,-0.037810997651150494,0.6393924288298339
chroma2_std,-6.391036615501725e-16,1.0000294338400924,-4.463192246525336,3.713215737316805,-0.5978822280599494,0.024244132826878824,0.6362263582514406
chroma3_mean,-4.684529456388699e-17,1.0000294338400924,-2.870378238081242,4.0806617221605155,-0.6813420668540757,-0.023960153192265684,0.6496060817591682
chroma3_std,-9.553093998564098e-16,1.0000294338400924,-4.670011216896636,3.5136308829713583,-0.5812045437916665,0.06146793564275096,0.6587103420578428
chroma4_mean,-4.349920209503792e-17,1.0000294338400924,-2.8777339621941587,4.46119497591973,-0.6771930691221661,-0.022816798736187617,0.6584796676552895
chroma4_std,-1.6730462344245354e-16,1.0000294338400924,-4.435894587658967,3.4306255833751593,-0.5965436535485661,0.037888459052432794,0.6454344973058793
chroma5_mean,-1.6730462344245354e-16,1.0000294338400924,-2.8464453491052,3.9781509758281723,-0.6816220894596132,-0.012475973860432765,0.666127060847715
chroma5_std,-3.2666227727139053e-16,1.0000294338400924,-4.736832597228333,3.1224728061518867,-0.5647559606510991,0.06265687653186972,0.6683196718357293
chroma6_mean,-7.026794184583048e-17,1.0000294338400924,-2.773868222091264,4.291191797692003,-0.6858288140825326,-0.022822853098997828,0.6433327378118421
chroma6_std,-4.667798994044454e-16,1.0000294338400924,-4.44988806754528,3.3126593822089445,-0.5891845707722,0.06100446970349419,0.6590826530151259
