Feature,Mean,Median,Std,Variance,Min,Max,Q1 (25%),Q2 (50%),Q3 (75%),IQR,Skewness,Kurtosis,CV (%)
duration,29.968157310692188,29.976598639455784,0.6961510874148462,0.4846263365088728,0.5104761904761905,30.002721088435376,29.976598639455784,29.976598639455784,30.002721088435376,0.02612244897959215,-38.230364292107815,1505.3428182890013,2.3229692776821813
sr,22050.0,22050.0,0.0,0.0,22050.0,22050.0,22050.0,22050.0,22050.0,0.0,0.0,0.0,0.0
spec_centroid_mean,1900.3224552139552,1885.4127325968664,710.473897375038,504773.158851276,0.0,6765.746625157496,1392.0262381244363,1885.4127325968664,2368.835359139297,976.8091210148607,0.36387860019836976,0.7006358647598097,37.38701794664877
spec_rolloff_mean,3920.674516650367,3978.87224807562,1569.7466486523847,2464104.5409553936,0.0,9520.544651069908,2786.04788333293,3978.87224807562,5003.258927490801,2217.2110441578716,0.03815411091301464,-0.44597909709914285,40.037668059053765
zcr_mean,0.08421576525063316,0.0768334904292343,0.04413795825683476,0.0019481593590820877,0.0,0.6269837607716886,0.0537604076034416,0.0768334904292343,0.1057463112674013,0.05198590366395971,2.066141203788737,12.182304904213941,52.41056484552091
rms_mean,0.18021396329029135,0.169893205165863,0.09703518713130797,0.009415827541607956,0.0,0.8723594546318054,0.1074090898036956,0.169893205165863,0.2404705733060836,0.133061483502388,1.072646937926084,3.1321752276426253,53.84443322796372
tempo,119.07070262604553,117.45383522727272,29.07777074362034,845.516751418543,0.0,258.3984375,95.703125,117.45383522727272,135.99917763157896,40.29605263157896,0.29803087964604913,0.3148339803933946,24.420592221532644
mfcc1_mean,-134.5303046179646,-118.56678009033205,105.01067953591883,11027.24281659544,-1131.37109375,175.7648162841797,-192.82687377929688,-118.56678009033205,-60.15354537963867,132.6733283996582,-0.9065430842232685,2.336880071916163,-78.05726734517195
mfcc1_std,56.06594925307178,52.26119613647461,25.53877113888087,652.2288312841343,0.000244140625,243.7696990966797,38.19630432128906,52.26119613647461,70.21885681152344,32.022552490234375,1.0125094938784056,2.05838404702484,45.55130427490556
mfcc2_mean,110.77200746293275,106.88872528076172,37.70087021499105,1421.355614967599,-95.70281219482422,270.3882751464844,85.16486358642578,106.88872528076172,132.67251586914062,47.507652282714844,0.4605725710018449,0.6693253709399705,34.03465467357063
mfcc2_std,28.017969755466332,26.856990814208984,10.777987697910207,116.16501881630376,0.0,98.36421966552734,20.371482849121094,26.856990814208984,34.34035110473633,13.968868255615234,0.8077632265687048,1.4896784846779467,38.46812524953708
mfcc3_mean,-2.305746425323098,-0.8173748850822449,25.97368644150407,674.6323873615725,-127.10958099365234,124.12649536132812,-17.884906768798828,-0.8173748850822449,14.048388481140137,31.933295249938965,-0.3254827060425585,1.413609936358498,-1126.4762749383617
mfcc3_std,20.321278110837824,19.34415626525879,7.810571604180016,61.00502878402319,0.0,81.87216186523438,14.750691413879396,19.34415626525879,24.82522201538086,10.074530601501463,0.9304177766767671,2.005733421738015,38.43543482638748
mfcc4_mean,26.24752505462476,26.54146194458008,15.469420263630646,239.30296329282643,-74.77363586425781,113.58009338378906,18.033838272094727,26.54146194458008,35.30502700805664,17.271188735961914,-0.34507069623304704,2.6151770412362576,58.93668157830738
mfcc4_std,14.382168383542874,13.75111484527588,4.992560959319936,24.9256649325256,0.0,62.94116973876953,10.804221153259276,13.75111484527588,17.338077545166016,6.53385639190674,0.9213459531031613,2.4409664866369476,34.71354823680682
mfcc5_mean,3.129268153896823,4.147777557373047,12.561047674876967,157.77991869053207,-69.84495544433594,61.37301635742188,-3.5938029289245605,4.147777557373047,11.132137298583984,14.725940227508545,-0.553964879565466,1.436288091586864,401.4052825493691
mfcc5_std,12.05107085028335,11.429622650146484,4.173563188212841,17.41862968600533,0.0,43.476261138916016,9.04903793334961,11.429622650146484,14.448453903198242,5.399415969848633,0.9924613340695096,2.1592383093336758,34.63230147812723
mfcc6_mean,7.586681905007761,8.347453117370605,10.64053491201212,113.22098321374875,-58.00775909423828,55.65288543701172,1.865793347358704,8.347453117370605,14.361798286437988,12.496004939079285,-0.6134500153855418,1.6898210790536576,140.2528146723615
mfcc6_std,10.48217301105162,9.995156288146973,3.507615775197874,12.303368426416982,0.0,39.057804107666016,7.87283182144165,9.995156288146973,12.505983352661133,4.633151531219482,0.9305129674062095,1.7834548035319915,33.46267774343837
mfcc7_mean,-1.342557342703476,-0.7788922190666199,8.795950169397852,77.36873938253011,-49.28173828125,44.73421096801758,-6.197210311889648,-0.7788922190666199,4.05225133895874,10.249461650848389,-0.48812918871055816,1.8218702117428465,-655.1638346922043
mfcc7_std,9.612339521954025,9.149665832519531,2.9754711573473935,8.853428608206238,0.0,35.132965087890625,7.452264785766602,9.149665832519531,11.363641738891602,3.911376953125,0.8732049457297294,1.62711312359326,30.954703072561994
mfcc8_mean,3.218722135444639,4.13908052444458,8.754870731833392,76.64776153111295,-47.37690734863281,39.30014801025391,-1.5315312147140503,4.13908052444458,9.037729263305664,10.569260478019714,-0.664635175959235,1.351248780673148,271.99833857742993
mfcc8_std,8.826823918107182,8.45725154876709,2.64828956772854,7.013437634539817,0.0,35.29924774169922,6.940708160400391,8.45725154876709,10.29298496246338,3.35227680206299,1.0974222335587571,3.2049253537473716,30.002746087365445
mfcc9_mean,-3.533146298422336,-3.043141841888428,7.478642680938006,55.93009634914761,-56.60172653198242,31.909523010253903,-7.837273597717285,-3.043141841888428,1.3344911336898804,9.171764731407166,-0.45072301041305046,1.4005268364533516,-211.67090319122823
mfcc9_std,8.568008595456835,8.257007598876953,2.4861096098586497,6.180740992231526,0.0,31.919389724731445,6.746365547180176,8.257007598876953,10.002289772033691,3.2559242248535156,0.9451812871268227,2.2907835859808086,29.016189493284394
mfcc10_mean,1.718208590336984,2.4660484790802,7.266481987872381,52.80176048007375,-55.682010650634766,39.714576721191406,-2.3672327995300293,2.4660484790802,6.531784057617188,8.899016857147217,-0.5644323704152996,1.7403017062763761,422.91035144034754
mfcc10_std,8.304863917763507,8.03683090209961,2.364757979222027,5.592080300294244,0.0,23.919042587280277,6.613239288330078,8.03683090209961,9.655351638793944,3.0421123504638654,0.8572089053703466,1.595184563501134,28.474373603689994
mfcc11_mean,-3.8165648682050426,-3.2375593185424805,6.817372792733963,46.47657179510927,-45.08390808105469,35.05216979980469,-7.744834899902344,-3.2375593185424805,0.5574840307235718,8.302318930625916,-0.45937371679295325,1.6624243451332545,-178.62588553198682
mfcc11_std,8.0115279272167,7.772308826446533,2.241069073621121,5.02239059274103,0.0,27.01253890991211,6.428447246551514,7.772308826446533,9.285052299499512,2.856605052947998,1.0416695443341284,3.200369846496413,27.973054503221274
mfcc12_mean,0.7022584080376936,1.255321025848389,6.39506415850911,40.896845591447835,-41.84672164916992,26.45785140991211,-2.924155235290528,1.255321025848389,4.953603267669678,7.877758502960205,-0.6232875179422384,1.410013758738557,910.642590436006
mfcc12_std,7.732236468286623,7.501160621643066,2.1525762532785597,4.633584526178763,0.0,27.85629653930664,6.243865966796875,7.501160621643066,8.871014595031738,2.6271486282348633,1.200576837413387,4.21893871698032,27.83898632830543
mfcc13_mean,-3.799152600132219,-3.4389753341674805,5.8667850476981265,34.419166795894306,-32.022369384765625,26.959449768066406,-7.256914615631103,-3.4389753341674805,-0.0317691303789615,7.225145485252141,-0.3306316463931926,1.1506743839825933,-154.42351664142024
mfcc13_std,7.658734206469399,7.415083408355713,2.1554051621133166,4.645771412864733,0.0,24.25071144104004,6.163101673126221,7.415083408355713,8.822397232055664,2.6592955589294434,1.158880980087951,3.5301111380542545,28.143099159814515
mfcc14_mean,-0.2699364971805673,0.1530131250619888,5.844714877190692,34.160691995654204,-30.694677352905277,27.899072647094727,-3.751309394836426,0.1530131250619888,3.5789132118225098,7.3302226066589355,-0.34224063687929657,0.8044269795300005,-2165.2184636896345
mfcc14_std,7.455673000671513,7.212629795074463,2.119899228139787,4.493972737467664,0.0,25.05578994750977,6.029673099517822,7.212629795074463,8.525046348571777,2.495373249053955,1.4053476585980644,5.100468277300703,28.433371849179185
mfcc15_mean,-3.8095744620261547,-3.6219482421875,5.418168007164399,29.356544553859838,-38.74794769287109,24.343978881835938,-7.0441999435424805,-3.6219482421875,-0.3305569291114807,6.713643014431,-0.18794863534922657,1.3285759483162898,-142.22501912412287
mfcc15_std,7.305386563964497,7.045772075653076,2.0505489604017457,4.204751039004679,0.0,26.065479278564453,5.934252262115479,7.045772075653076,8.341713905334473,2.4074616432189933,1.4874480168103512,6.45943696405401,28.06900007888085
mfcc16_mean,-0.29391405156814904,0.1625275164842605,5.38571651668535,29.00594239809738,-32.789920806884766,27.829484939575195,-3.505739212036133,0.1625275164842605,3.2356464862823486,6.7413856983184814,-0.4354846923379354,1.1330820041670733,-1832.4120565010069
mfcc16_std,7.169545152775568,6.890445709228516,2.0485238411568973,4.196449927788209,0.0,22.41965103149414,5.797352313995361,6.890445709228516,8.189735412597656,2.392383098602295,1.2960788124327858,3.7928145411680148,28.57257744396583
mfcc17_mean,-4.056080561261186,-3.904473781585693,4.978310471257177,24.783575148228852,-34.98473358154297,24.682273864746094,-7.106297492980957,-3.904473781585693,-0.9471646547317504,6.1591328382492065,-0.12239857307617691,1.1832386196857958,-122.73697220918206
mfcc17_std,7.12281218868383,6.833006381988525,2.0596795508608454,4.242279852234335,0.0,22.9276180267334,5.713850975036621,6.833006381988525,8.104071617126465,2.3902206420898438,1.3083953827237882,3.6922951465282776,28.91666235610008
mfcc18_mean,-0.10321269237158388,0.1320846825838089,4.707500889374126,22.16056462345819,-25.222909927368164,24.65400505065918,-2.9115207195281982,0.1320846825838089,2.98393988609314,5.895460605621338,-0.24345897399967384,0.8180544605313931,-4560.970924415277
mfcc18_std,7.184225667114778,6.863189220428467,2.100857626682884,4.413602767591639,0.0,20.595741271972656,5.775661945343018,6.863189220428467,8.196077346801758,2.4204154014587402,1.2862106452857696,3.2826968789422177,29.242645262375216
mfcc19_mean,-3.273478970263678,-3.15440034866333,4.699062735210015,22.08119058943943,-27.75403594970703,26.725526809692383,-6.07345724105835,-3.15440034866333,-0.4059524238109588,5.667504817247391,0.020476263817267935,1.6916384433606368,-143.54950124611634
mfcc19_std,7.303935702329757,6.971281051635742,2.230107879666855,4.973381154952198,0.0,21.905956268310547,5.788881301879883,6.971281051635742,8.341156959533691,2.5522756576538086,1.3214676481770948,3.3942866319396576,30.532961550517363
mfcc20_mean,-0.4782654175881421,-0.2523529827594757,4.8911395770126,23.923246361818997,-23.217870712280277,38.31406784057617,-3.3344693183898926,-0.2523529827594757,2.466530561447144,5.800999879837036,0.014930684508117652,2.219897725994692,-1022.6830954406578
mfcc20_std,7.425315052356603,7.016280651092529,2.38385203423949,5.682750521147755,0.0,28.510353088378903,5.8023600578308105,7.016280651092529,8.545239448547363,2.7428793907165527,1.3752800322643117,3.742574820489471,32.10438907212317
chroma1_mean,0.3841589835890982,0.375322014093399,0.15302221131762825,0.023415797156536872,0.0,1.0,0.2739041447639465,0.375322014093399,0.4828711152076721,0.20896697044372564,0.40493971342879104,0.10994710024445675,39.83304253045997
chroma1_std,0.269094460125589,0.2752860486507416,0.06671121313990505,0.004450385958597841,0.0,0.4669546484947204,0.2289419770240783,0.2752860486507416,0.314701110124588,0.0857591331005097,-0.44766219944768854,0.20817685638549133,24.791002055103725
chroma2_mean,0.35862977263444606,0.349010020494461,0.13951550324643724,0.019464575646106645,0.0,0.9929502606391908,0.258593201637268,0.349010020494461,0.4468087255954742,0.18821552395820618,0.4882363275266951,0.33947369704167407,38.902376180754636
chroma2_std,0.24489981714774495,0.2475445121526718,0.06208108975434894,0.0038540617050875294,0.0,0.429619550704956,0.2053505331277847,0.2475445121526718,0.2860919535160064,0.08074142038822171,-0.20932559614472585,0.13789547374078337,25.34958599699411
chroma3_mean,0.38978857687357643,0.3830240666866302,0.14946984607846564,0.022341234886720213,0.0,0.9968024492263794,0.2844660580158233,0.3830240666866302,0.4819577038288116,0.19749164581298828,0.3658320998673248,0.21049059148533367,38.34638954207848
chroma3_std,0.27447634140974747,0.2794583141803741,0.06497017867374645,0.004221124116898538,0.0,0.4656124114990234,0.2360414117574691,0.2794583141803741,0.3193264305591583,0.08328501880168923,-0.4853246569030461,0.45887976850030876,23.670593370652952
chroma4_mean,0.3624307219325943,0.3535025417804718,0.1421389488537617,0.02020348078125228,0.0,0.989316463470459,0.2596379518508911,0.3535025417804718,0.4517391622066498,0.19210121035575867,0.42696844685235563,0.24579967145706538,39.2182395840596
chroma4_std,0.24596033203097056,0.2500115931034088,0.06235859138637969,0.0038885939196934673,0.0,0.4480022490024566,0.2070826739072799,0.2500115931034088,0.2882212698459625,0.08113859593868261,-0.2624754740287812,0.08395923222200796,25.35310912595763
chroma5_mean,0.39060796886498234,0.385642796754837,0.15168143240564197,0.023007256936627335,0.0,0.9752643704414368,0.2826588749885559,0.385642796754837,0.488791286945343,0.2061324119567871,0.28756729614846666,0.012988127004524674,38.8321397657077
chroma5_std,0.2709795501033,0.2770759463310241,0.0644185700008231,0.004149752160950946,0.0,0.4542506635189056,0.2326237559318542,0.2770759463310241,0.3157497048377991,0.08312594890594488,-0.5469698689731655,0.47133487139216923,23.772483929605066
chroma6_mean,0.3651394346695206,0.3569099903106689,0.14761880331858485,0.02179131109321104,0.0,0.9999688863754272,0.259942352771759,0.3569099903106689,0.4590787291526794,0.1991363763809204,0.42475148080437897,0.26159696519474096,40.42806372097039
