Feature,Mean,Median,Std,Variance,Min,Max,Q1 (25%),Q2 (50%),Q3 (75%),IQR,Skewness,Kurtosis,CV (%)
duration,30.020931952360524,30.01333333333333,0.09184658700337345,0.008435795544168248,28.257233560090704,30.60244897959184,30.00018140589569,30.01333333333333,30.01333333333333,0.013151927437636601,-4.1367428189003475,149.89936062840937,0.3059418246879295
sr,22050.0,22050.0,0.0,0.0,22050.0,22050.0,22050.0,22050.0,22050.0,0.0,0.0,0.0,0.0
spec_centroid_mean,2202.598386984478,2215.267219075518,716.1102834312733,512813.9380360186,570.3499043432636,4435.7320588102775,1626.5270136664703,2215.267219075518,2691.695236524665,1065.1682228581944,0.2322592740907874,-0.4258445214475546,32.512067913192375
spec_rolloff_mean,4573.28929544477,4663.012638667344,1575.0935869833743,2480919.8077561525,749.7401686666183,8677.730976290602,3380.2091169246664,4663.012638667344,5534.11647150522,2153.9073545805536,0.11473367886829794,-0.45562916122620845,34.441153516184684
zcr_mean,0.103660993433381,0.099600311774942,0.04182462771901037,0.0017492994838338106,0.0216969831544856,0.2746308246326372,0.07037367676914144,0.099600311774942,0.13209688285479498,0.06172320608565354,0.540939041225137,0.0071211161485171814,40.347508097044695
rms_mean,0.13085305496017346,0.1221813857555389,0.0657257092317949,0.004319868854022449,0.0052698436193168,0.3977337777614593,0.08656602352857584,0.1221813857555389,0.17562089115381235,0.08905486762523651,0.4471228612564987,-0.11759505672778969,50.22863948556587
tempo,119.29318319197102,117.45383522727272,28.086953823893754,788.8769751055399,58.72691761363637,234.90767045454547,99.38401442307692,117.45383522727272,135.99917763157896,36.61516320850204,0.6321750471501936,0.48901802739461564,23.544475109441237
mfcc1_mean,-144.4868448236743,-120.14749145507812,100.29820000536887,10059.728924316976,-552.1586303710938,42.09144973754883,-200.91297149658203,-120.14749145507812,-73.81831359863281,127.09465789794922,-1.0158294688208094,1.0167094142446431,-69.41683869404761
mfcc1_std,57.57316751165075,55.99951934814453,20.4665930376331,418.8814305680916,13.23965549468994,168.08978271484375,42.99747848510742,55.99951934814453,70.50661087036133,27.509132385253906,0.630195565204593,1.4035879660543116,35.54883971511797
mfcc2_mean,99.53918618840856,98.43582916259766,31.32610983582627,981.3251574462514,-1.4715776443481443,193.074462890625,76.77679824829102,98.43582916259766,119.7909927368164,43.01419448852539,0.2648636068359739,-0.1836878041526746,31.471133164110825
