PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,label,label_encoded
-1.2130654776702179,2.5797000933115877,-0.3690932758249292,-0.03550574056497611,0.8233133629519663,-0.7257704789249253,0.8196421913337665,-0.6620693849515928,-1.5892762103596314,-0.15695178324740686,1.5525005540604677,0.2773042068361168,-1.1503304741339329,-0.4231666296611806,1.821843041006014,0.08730203772871374,0.9908025114651416,0.33021951018540413,0.24705003225174163,-0.10923256210432955,-0.7298629586219397,0.2506755818606111,-0.36228337063105076,-0.2132443764081455,-0.07958335220524108,-0.28341762106204815,-0.8218511576130726,1.0091009467076604,0.34782340873553,0.6343532544348163,-0.49543720106060546,0.4171370336219905,-0.9866373678856626,-0.08623122301812715,-0.30969543486930207,0.039299988566126653,-0.27650060008967675,0.4505914461116212,0.4002837021782704,0.12682212796314757,-0.006552650782514254,-0.801657963420606,-0.3571932473719474,-0.14412380582949436,0.10665851852027396,-0.1362092644118311,0.27315582958951645,0.2962588788172591,-0.4251507367590771,0.3525309581164523,blues,0
3.6179110567419,1.0872265588867709,2.674690967569697,-0.3202123313521204,2.8707213549366104,-1.7862043693858227,0.2715817670110052,0.8010233638728412,-1.1348304309598878,0.39713292099273584,3.57354183414934,1.4331365369571298,0.9625257254381223,-0.2544130980880623,2.290926109276071,-0.46981766179888723,-0.19076802379772434,0.7269016973227457,-1.8544543081030773,0.5587562566605068,-0.32095813906936976,-0.34041274894547613,0.07178570861249785,-0.14588109622018883,0.1877989538762158,-1.1018597435815,0.09815240950892232,0.2737191134167706,-0.17352810169841557,0.4140089787720936,0.11398477778357237,0.2986404927062793,-1.2383068814421392,0.8417350283795356,-0.7121600798322753,-0.09233953894535239,-0.12200629724840104,0.34261486625451043,-0.6056646524196937,-0.16287031279302608,-0.553483159924928,0.192438610450664,-0.21355257037394856,-0.6244303753468834,0.14575100955886203,-0.15422919823542508,-0.6411022029877109,-0.26323081337065685,-0.8867566626110888,0.2815741913329112,blues,0
-1.6561924565043113,2.6589224074793063,1.1281669003009738,-3.268542601192048,-1.3074234160881213,1.2378706081622282,-0.3308244328377908,0.07712071693576883,0.5439770189335615,-1.357875707206795,-0.7510332077417404,0.18473323189582722,-2.271562482468344,-0.5255984762152939,-3.2608527374757887,-0.5135958254776841,0.15195373785343066,0.9604356808133295,1.5942103349554655,0.7948277698528778,0.19141287072705418,0.8755344119004681,-0.12776107462395025,-0.42166175387474375,-0.59264391555993,0.2323252091891673,0.37209557276086314,-0.5061575356675666,-0.5839948413227671,0.4369265971146288,0.05494089659669534,-0.03220905976441201,-0.10887873588537716,0.60555463787798,-0.3971818542392514,-0.5553989641393207,0.7513457317385419,0.015871617556948166,-0.4912205341619715,0.26709768659663913,-1.124440322065698,0.7278371757561802,0.3074672161075028,-0.945918125047686,-0.29472653830682655,-0.2539938971150047,0.45106576151709366,0.5897798666175277,0.13527318191771068,0.00788503028778778,blues,0
1.0801158032940046,0.831854090398079,0.27118271477609385,-3.6730045230084545,0.9667656217708861,0.857297642386323,0.8575162087174771,2.1144520281655828,-0.6871641228461753,0.3827283847572621,-3.2124943892143754,2.3771532862461,-2.741531688613609,0.550961661807597,-0.7216479154941403,0.4869154999202717,-1.2875111009563682,-0.5853555802361443,-1.5824838686419267,0.7308732741361549,0.4307916752877473,0.029931161011040423,-1.9530658371954182,-1.2074521258328268,-0.3636318250991094,-0.29295551705162826,0.30636187120938646,-0.6644503139008571,-0.3283372205354841,-0.5912700399470997,-1.1323064652133057,0.18519560010251643,0.12772612917726747,1.5464364207194246,-0.5462988009957775,0.1457270438541046,0.14931922265528366,0.9167115205180868,0.6736096285993243,0.7493758299481527,0.215572734157337,0.27371229960630256,-0.24763763577844025,-0.5788711861333988,0.24215259344864032,0.5899622988434501,-0.15658525818840777,-0.5673806394967295,0.06048941948541812,-0.24154961201347683,blues,0
-2.8514052338522893,1.1333091279579324,0.8380781255621932,-2.1122108175419507,-0.6130957975633591,1.6832960671085362,0.6268253285918162,2.513473712278906,0.5421821795387309,0.05697487992596776,-0.4025485767506024,1.1675630781933743,-1.956498098730032,-0.913283434541632,0.5267833027377493,-0.1337434696749737,-0.269198139861382,-0.0774332854689449,-0.46211260652843617,0.20006228635432474,-0.2551031016697952,0.7664757099226474,-0.5169232245670603,0.3708886318889753,0.10710622826193472,0.1637042931343957,0.3064296952960177,-0.10419315473125579,-2.2193234650187192,1.2437262373426048,-0.0788087423351493,0.6947139622729486,0.7332924328970215,-1.175786680452005,0.1642456572525755,-0.4066401675142402,-0.0933951212943844,0.20898208196583057,0.3135318968365477,0.052472338266163786,0.34703334302995076,0.13328144558934993,0.4923773806180322,-0.31055193611093335,-0.17617952209753115,0.017440490484156464,-0.20388477197004232,-0.022603386428547693,-0.04719199948792125,0.5127788942027487,blues,0
4.335215663134147,2.6390682937034495,-0.3698698506710119,-0.5087489599309443,4.9223971078797915,-1.3584824510960096,-1.4851570205841846,2.703523088685201,0.6746809148693798,-1.0849767167831994,-0.8666377263659832,0.010113173122085952,-1.8747071426685054,-0.1560944013277495,-1.9524056814484718,-0.8831532222554579,0.1825479601142561,0.9595692990108785,1.758011905807448,-2.4401023001802122,1.473397529235789,-0.43783902972006866,0.7870477008214448,0.6952731138921648,1.0243275168754162,0.2874589181654851,0.1140029356191192,-0.14239500510609726,-0.15252553297923885,1.3319319946178012,-1.2040323410737053,-0.02087117792260945,-0.36486374089056034,-0.1677141461732384,-0.14058831521815948,0.3102120609849386,-0.5399708006901222,-0.7086354692237288,-1.3913697794510205,-0.07524482854408078,0.7060462266516985,0.8330551595499999,-0.17035814629546964,-0.7345546858494999,0.7621240400221808,-0.33317954264364164,0.47904034306453125,0.7529763656803545,0.7483667292111233,0.27960101064875,blues,0
4.454584197114635,0.7502295639790938,1.5086211331109163,-4.27216299639101,1.1726122600924036,0.5027233797846931,-0.8031353134371355,3.5588175450920216,2.488671608255008,0.6118582095357338,-0.6211135671926258,-0.08600242678018889,-0.8111262196137133,0.5742749563634173,-2.0682088074474714,0.1404730022443671,0.5224433514350157,2.722017438797449,-0.013671434708775233,0.4848790919514905,-0.45602847690826326,0.15541556271732163,-1.8014915133205935,-1.0174527973541994,-0.3428070435414757,-0.6296361479198689,0.14741444898115835,-0.19122295766052796,0.3832762560560305,0.9329843560109056,-1.1307518453147265,1.1805961466652986,0.4570063853357073,0.1720162525760177,0.7409023655876986,-0.953717357236311,-0.05120219258640236,0.3644458620410029,0.6538785078545373,0.29609324410550486,-0.22589177951848835,-0.6041246381794301,-0.14457184199370288,-0.3224721097524863,0.1958722523622575,-0.44283226899179845,0.38236082257323384,0.7880165845815394,0.22434471673032083,0.745144036956891,blues,0
5.168178084692969,2.978745672629547,0.8343275624263661,-3.666353644264156,-0.23637342933877453,1.2705906655197827,2.1492848080042775,0.1596284776727993,2.3174888085764556,-1.9697857230993656,1.6129930738088167,-1.3506656769979597,1.1830418982790012,0.8443478419265118,-0.8191872484657249,-0.35390597606744517,1.2807090994866008,0.4281757746437044,1.0887640403419268,0.5956190572973975,-0.7791694353950734,-0.686005422822862,1.2405867989544248,0.9453999887631703,0.9798994039607002,0.4158330399224924,0.1955246454404273,1.0918247960567995,-1.1477136931075207,-0.11864394063677577,0.3829475354257917,-0.7962296766727228,-0.8196437790198173,-0.6769228269074019,0.21835940738348528,0.6424266836457414,-1.4218664340703593,0.0065022065749208375,-0.26427249771848355,0.28888503062646476,-0.7351919719317954,-0.7825443812678223,-0.024024944963729408,0.042618920598765486,0.25334904612002557,1.2541429144872778,0.18004328452792565,-0.38045735020934,-0.36805301466388507,0.7068590723050661,blues,0
6.333537866101802,3.8019305377756734,2.024108154290941,-2.4145216525734288,-0.7285695800961046,2.1541335783629765,1.393765362344401,-1.4324680018433675,3.53163572332093,-0.17769106901451745,-0.4854128224198572,0.36801594934825443,2.0931917250805916,1.0169016774407804,-1.8973202806636176,-1.6267198687395532,-0.4478190507749787,-0.30145157232233255,0.006559630271861402,-0.5294980123477387,-0.6707106230589314,-1.1148846825303158,1.419563235667807,0.25962511479631795,0.9281743704124317,1.5515974027110488,-1.114758188810227,0.7526040915073657,-2.014290006743217,0.31593934689955877,-0.1790566682909324,-1.5745397119565765,-0.7216068816826399,-0.7664740115065691,-1.0121701895135675,0.5375924873437662,0.3566407242596537,1.0491859147679083,1.0994080013282745,1.223156782155096,-1.4010081682989546,0.2614280227860071,0.7835191936260101,0.3166358808362631,-0.018329736338534,-0.27649992032763215,0.6398971093911865,-0.05594913602524783,-0.20759057195821312,0.4309844306535902,blues,0
1.9739993804825817,3.9430426208835234,0.5637487450551577,-0.8457768992056697,-1.7302228692932842,2.659195310779845,1.3213379939209664,1.50289384133444,-0.36172602738653586,-0.723180090671847,0.342560445374759,-0.014497723365572281,0.6392631129196367,-0.7475158124284795,-2.830715227833966,-1.3486126732599202,0.3038514501121042,1.345268168523031,0.0651922866653992,1.035592266689482,-1.3265181226899487,1.4934230577336798,0.03932363040154881,-0.06452515652538922,-0.8026137785834192,0.12112098073981767,-0.9732483534594217,1.8262263025114296,-1.538008850048613,0.5368828729568202,-0.08092291263301712,-0.17727028449609655,-0.5717731111455019,-0.3981623188132049,0.04804418768008451,0.6085723779041676,0.05989368650693705,0.14798370840278025,0.21368015886554023,-0.04146148211094006,-0.6508340608888509,-0.17486563792634485,-0.2358206564793409,0.5072963533476509,-0.35902384793708264,0.6360943895020644,0.223386688206165,-0.5965661297393408,-0.36187598159619366,-0.15268223331127517,blues,0
