Feature,Mean,Median,Std,Variance,Min,Max,Q1 (25%),Q2 (50%),Q3 (75%),IQR,Skewness,Kurtosis,CV (%)
duration,45.127686893424034,45.0,2.825946736570613,7.985974957934097,40.0,105.0,45.0,45.0,45.0,0.0,19.49229974346766,407.5451534073507,6.262112975665072
sr,22050.0,22050.0,0.0,0.0,22050.0,22050.0,22050.0,22050.0,22050.0,0.0,0.0,0.0,0.0
spec_centroid_mean,2059.191945065738,2019.0901571561112,455.75468215875185,207712.3303096249,942.4790664301166,3765.85909178565,1755.9242768760516,2019.0901571561112,2330.166036772408,574.2417598963564,0.634830691910554,1.3224265339484549,22.132695460995613
spec_rolloff_mean,4394.569157166247,4344.80428311847,1072.6990037188277,1150683.1525793655,1681.3907621321632,7950.06303816757,3693.079290713254,4344.80428311847,5066.083254976538,1373.0039642632842,0.20295443695031576,0.2986010804688317,24.40965121619651
zcr_mean,0.08942423407831196,0.0832789118937048,0.029535341497485233,0.0008723363973730733,0.0374444699754902,0.2069864027025283,0.06852478090331522,0.0832789118937048,0.10451317579634463,0.03598839489302941,1.1466108303554101,1.4106534121324832,33.028341592079045
rms_mean,0.15635918414965272,0.15335118025541306,0.06893751834242286,0.004752381435211887,0.0227813217788934,0.3887954950332641,0.09663845598697655,0.15335118025541306,0.21420464292168617,0.11756618693470962,0.36105456620025933,-0.5320914266904904,44.089203149360365
tempo,121.63821263691477,117.45383522727272,28.9071842924398,835.6253037170784,61.5234375,215.33203125,99.38401442307692,117.45383522727272,143.5546875,44.17067307692308,0.5065101367211752,-0.43103099797348277,23.764887419652077
mfcc1_mean,-129.49897275876998,-123.6716423034668,60.815789975048304,3698.5603102891855,-351.3492431640625,-0.1593883037567138,-172.6265869140625,-123.6716423034668,-82.22128295898438,90.40530395507812,-0.46648898796470895,-0.07167591305850962,-46.962372503398655
mfcc1_std,56.20779526901245,54.37497520446777,14.045211375080322,197.26796257068568,26.507259368896484,138.26455688476562,47.23841857910156,54.37497520446777,63.290406227111816,16.051987648010254,1.2445914459739278,4.063700794256658,24.988013331352803
mfcc2_mean,104.4726206741333,103.98349380493164,25.553986584951097,653.0062303838606,29.49849319458008,210.34109497070312,91.0883560180664,103.98349380493164,114.55113792419434,23.46278190612793,0.9307231194322811,3.405194947202791,24.459984271532768
mfcc2_std,26.283183710098267,25.671480178833008,5.411487975183741,29.28420210555823,13.168741226196287,49.182273864746094,22.816903591156002,25.671480178833008,29.356608390808102,6.5397047996521,0.7092448540146025,1.1417566750039998,20.589164672256167
mfcc3_mean,-3.339431769795716,3.622537136077881,25.56948084666586,653.7983507680124,-95.23477935791016,40.96771240234375,-10.127909421920776,3.622537136077881,12.63931679725647,22.767226219177246,-1.5556170568798315,2.2995095956722023,-765.6835835945236
mfcc3_std,19.59235014152527,19.1506290435791,4.186549218474928,17.527194358713036,10.286118507385254,35.528656005859375,16.620899200439453,19.1506290435791,21.78916358947754,5.168264389038086,1.0644373089284735,1.8797702394299116,21.36828501039133
mfcc4_mean,22.44795958840847,22.00892448425293,12.353070431691584,152.5983490903329,-38.95873260498047,78.81884002685547,15.527366161346436,22.00892448425293,29.437506675720215,13.91014051437378,0.07148382328742922,3.781491081108338,55.02981410421989
mfcc4_std,15.948140716552734,15.39443016052246,3.177849256822868,10.098725899089654,9.404958724975586,32.62860107421875,13.855376720428467,15.39443016052246,17.56091547012329,3.705538749694824,1.316513815145358,3.838587090645832,19.92614257237238
