track_id,file_path,label
2,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000002.mp3,Hip-Hop
5,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000005.mp3,Hip-Hop
10,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000010.mp3,Pop
140,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000140.mp3,Folk
141,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000141.mp3,Folk
148,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000148.mp3,Experimental
182,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000182.mp3,Rock
190,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000190.mp3,Folk
193,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000193.mp3,Folk
194,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000194.mp3,Folk
197,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000197.mp3,Folk
200,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000200.mp3,Folk
203,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000203.mp3,Folk
204,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000204.mp3,Folk
207,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000207.mp3,Folk
210,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000210.mp3,Folk
211,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000211.mp3,Folk
212,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000212.mp3,Folk
213,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000213.mp3,Pop
255,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000255.mp3,Rock
256,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000256.mp3,Rock
368,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000368.mp3,Rock
424,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000424.mp3,Experimental
459,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000459.mp3,Rock
534,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000534.mp3,Folk
540,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000540.mp3,Folk
546,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000546.mp3,Folk
574,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000574.mp3,Rock
602,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000602.mp3,Folk
615,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000615.mp3,Experimental
620,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000620.mp3,Folk
621,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000621.mp3,Folk
625,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000625.mp3,Folk
666,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000666.mp3,International
667,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000667.mp3,International
676,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000676.mp3,Hip-Hop
690,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000690.mp3,Rock
694,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000694.mp3,Hip-Hop
695,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000695.mp3,Hip-Hop
704,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000704.mp3,International
705,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000705.mp3,International
706,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000706.mp3,International
707,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000707.mp3,International
708,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000708.mp3,International
709,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000709.mp3,International
714,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000714.mp3,Folk
715,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000715.mp3,Folk
716,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000716.mp3,Folk
718,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000718.mp3,Folk
777,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000777.mp3,Rock
814,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000814.mp3,Folk
821,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000821.mp3,Pop
822,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000822.mp3,Pop
825,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000825.mp3,Rock
853,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000853.mp3,International
890,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000890.mp3,Folk
892,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000892.mp3,Folk
897,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000897.mp3,Experimental
993,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000993.mp3,Rock
995,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000995.mp3,Experimental
997,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000997.mp3,Experimental
998,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/000/000998.mp3,Experimental
1039,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001039.mp3,Rock
1040,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001040.mp3,Rock
1066,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001066.mp3,Experimental
1069,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001069.mp3,Experimental
1073,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001073.mp3,Experimental
1075,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001075.mp3,Experimental
1082,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001082.mp3,International
1083,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001083.mp3,Experimental
1087,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001087.mp3,Rock
1102,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001102.mp3,Rock
1193,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001193.mp3,Folk
1195,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001195.mp3,Folk
1196,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001196.mp3,Folk
1197,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001197.mp3,Folk
1249,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001249.mp3,Experimental
1259,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001259.mp3,Experimental
1270,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001270.mp3,Rock
1276,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001276.mp3,Experimental
1277,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001277.mp3,Experimental
1278,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001278.mp3,Experimental
1417,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001417.mp3,Rock
1427,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001427.mp3,Rock
1443,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001443.mp3,Experimental
1482,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001482.mp3,Electronic
1510,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001510.mp3,Experimental
1544,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001544.mp3,Folk
1642,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001642.mp3,Pop
1644,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001644.mp3,Pop
1649,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001649.mp3,Pop
1661,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001661.mp3,Pop
1663,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001663.mp3,Pop
1666,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001666.mp3,Pop
1673,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001673.mp3,Experimental
1680,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001680.mp3,International
1681,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001681.mp3,International
1682,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001682.mp3,International
1683,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001683.mp3,International
1684,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001684.mp3,International
1685,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001685.mp3,International
1686,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001686.mp3,International
1687,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001687.mp3,International
1688,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001688.mp3,International
1689,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001689.mp3,International
1701,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001701.mp3,Folk
1702,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001702.mp3,Folk
1703,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001703.mp3,Folk
1704,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001704.mp3,Folk
1706,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001706.mp3,Rock
1720,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001720.mp3,Rock
1732,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001732.mp3,Experimental
1733,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001733.mp3,Experimental
1735,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001735.mp3,Experimental
1736,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001736.mp3,Experimental
1883,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001883.mp3,Rock
1891,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001891.mp3,Rock
1893,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001893.mp3,Folk
1924,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001924.mp3,Folk
1925,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001925.mp3,Folk
1929,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001929.mp3,Experimental
1930,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/001/001930.mp3,Rock
2012,/kaggle/input/fma-free-music-archive-small-medium/fma_small/fma_small/002/002012.mp3,Experimental
